slug,title,matched_condition,matched_presentation,match_basis,match_method,match_confidence,requires_manual_review,coverage_status,categories,source_file
is-perthes-disease,Perthes' Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-perthes-disease.html
is-phaeochromocytoma,Phaeochromocytoma,Phaeochromocytoma,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-phaeochromocytoma.html
is-pharyngeal-pouch,Pharyngeal Pouch (Zenker's Diverticulum),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pharyngeal-pouch.html
is-pharyngitis,Pharyngitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pharyngitis.html
is-placenta-praevia,Placenta Praevia,Placenta praevia,,condition,exact,0.95,false,covered-needs-refresh,Pregnancy and the puerperium,extracted-illness-scripts-2026\is-placenta-praevia.html
is-placental-abruption,Placental Abruption,Placental abruption,,condition,exact,0.95,false,covered-needs-refresh,Pregnancy and the puerperium,extracted-illness-scripts-2026\is-placental-abruption.html
is-plantar-fasciitis,Plantar Fasciitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-plantar-fasciitis.html
is-pleural-effusion,Pleural Effusion,Pleural effusion,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-pleural-effusion.html
is-pneumonia,Pneumonia,Pneumonia,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-pneumonia.html
is-pneumothorax,Pneumothorax,Pneumothorax,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-pneumothorax.html
is-polycythaemia,Polycythaemia,Polycythaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-polycythaemia.html
is-polymyalgia-rheumatica-gca,Polymyalgia Rheumatica (PMR) and Giant Cell Arteritis (GCA),Polymyalgia rheumatica,,condition,fuzzy:1.35,0.65,true,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-polymyalgia-rheumatica-gca.html
is-polymyalgia-rheumatica,Polymyalgia Rheumatica (PMR),Polymyalgia rheumatica,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-polymyalgia-rheumatica.html
is-polymyositis,Polymyositis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-polymyositis.html
is-polyps,Polyps,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-polyps.html
is-post-concussion-headache,Post-Concussion Headache,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-post-concussion-headache.html
is-post-concussion-syndrome,Post-Concussion Syndrome (PCS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-post-concussion-syndrome.html
is-post-operative-infection,Post-Operative Infection,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-post-operative-infection.html
is-post-vaccination-reactions,Post-Vaccination Reactions,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-post-vaccination-reactions.html
is-pre-eclampsia,Pre-eclampsia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pre-eclampsia.html
is-pregnancy,Pregnancy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pregnancy.html
is-premature-ectopic-beats,Premature Ectopic Beats,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-premature-ectopic-beats.html
is-prepatellar-bursitis,Prepatellar Bursitis,Bursitis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-prepatellar-bursitis.html
is-presbycusis,Presbycusis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-presbycusis.html
is-primary-biliary-cirrhosis,Primary Biliary Cirrhosis (PBC),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-primary-biliary-cirrhosis.html
is-proctalgia-fugax,Proctalgia Fugax,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-proctalgia-fugax.html
is-prostate-cancer,Prostate Cancer,Prostate cancer,,condition,exact,0.95,false,covered-needs-refresh,Male genitourinary tract,extracted-illness-scripts-2026\is-prostate-cancer.html
is-prostatitis,Prostatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-prostatitis.html
is-psoriatic-arthritis,Psoriatic Arthritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-psoriatic-arthritis.html
is-psvt,Paroxysmal Supraventricular Tachycardia (PSVT),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-psvt.html
is-psychogenic,Psychogenic Disorder,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-psychogenic.html
is-psychosis-and-schizophrenia,Psychosis and Schizophrenia,Schizophrenia,,condition,exact,0.95,false,covered-needs-refresh,Mental health,extracted-illness-scripts-2026\is-psychosis-and-schizophrenia.html
is-pulmonary-embolism,Pulmonary Embolism (PE),Pulmonary embolism,,condition,exact,0.95,false,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-pulmonary-embolism.html
is-pulmonary-hypertension,Pulmonary Hypertension,Pulmonary hypertension,,condition,exact,0.95,false,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-pulmonary-hypertension.html
is-pyelonephritis,Pyelonephritis,Pyelonephritis,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-pyelonephritis.html
is-pyloric-stenosis,Pyloric Stenosis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-pyloric-stenosis.html
is-radiculopathy,Radiculopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-radiculopathy.html
is-raised-intracranial-pressure,Raised Intracranial Pressure (ICP),Raised intracranial pressure,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-raised-intracranial-pressure.html
is-ramsay-hunt-syndrome,Ramsay Hunt Syndrome,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ramsay-hunt-syndrome.html
is-reactive-arthritis,Reactive Arthritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-reactive-arthritis.html
is-reactive-lymphadenopathy,Reactive Lymphadenopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-reactive-lymphadenopathy.html
is-recurrent-laryngeal-nerve-palsy,Recurrent Laryngeal Nerve (RLN) Palsy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-recurrent-laryngeal-nerve-palsy.html
is-referred-neck-pain,Referred Neck Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-referred-neck-pain.html
is-refraction-errors,Refraction Errors,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-refraction-errors.html
is-reiters-syndrome,Reiter's Syndrome (Reactive Arthritis),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-reiters-syndrome.html
is-renal-carcinoma,Renal Carcinoma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-renal-carcinoma.html
is-renal-colic-urinary-tract-stone,Renal Colic (Urinary Tract Stone),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-renal-colic-urinary-tract-stone.html
is-renal-failure,Renal Failure,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-renal-failure.html
is-renovascular-disease,Renovascular Disease,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-renovascular-disease.html
is-repetitive-strain-injury,Repetitive Strain Injury (RSI),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-repetitive-strain-injury.html
is-respiratory-failure,Respiratory Failure,Respiratory failure,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-respiratory-failure.html
is-restless-leg-syndrome,Restless Leg Syndrome (RLS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-restless-leg-syndrome.html
is-retinal-artery-occlusion,Retinal Artery Occlusion,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-retinal-artery-occlusion.html
is-retinal-detachment,Retinal Detachment,Retinal detachment,,condition,exact,0.95,false,covered-needs-refresh,Eye,extracted-illness-scripts-2026\is-retinal-detachment.html
is-retinal-vein-occlusion,Retinal Vein Occlusion (RVO),Central retinal vein occlusion,,condition,fuzzy:1.26,0.65,true,covered-needs-refresh,Eye,extracted-illness-scripts-2026\is-retinal-vein-occlusion.html
is-retropharyngeal-abscess,Retropharyngeal Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-retropharyngeal-abscess.html
is-rhabdomyolysis,Rhabdomyolysis (including Statin-related),Rhabdomyolysis,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-rhabdomyolysis.html
is-rheumatic-fever,Rheumatic Fever,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-rheumatic-fever.html
is-rheumatoid-arthritis,Rheumatoid Arthritis,Rheumatoid arthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-rheumatoid-arthritis.html
is-rhinosinusitis,Rhinosinusitis,Rhinosinusitis,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-rhinosinusitis.html
is-rib-fracture,Rib Fracture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-rib-fracture.html
is-rotator-cuff-disorder,Rotator Cuff Disorder,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-rotator-cuff-disorder.html
is-rubella,Rubella (German Measles),Rubella,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-rubella.html
is-salivary-gland-disorder,Salivary Gland Disorder,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-salivary-gland-disorder.html
is-salivary-gland-tumour,Salivary Gland Tumour,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-salivary-gland-tumour.html
is-sarcoidosis,Sarcoidosis,Sarcoidosis,,condition,exact,0.95,false,covered-needs-refresh,"Lungs, pleura and airways",extracted-illness-scripts-2026\is-sarcoidosis.html
is-sarcoma,Sarcoma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sarcoma.html
is-scabies,Scabies,Scabies,,condition,exact,0.95,false,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-scabies.html
is-scleritis,Scleritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-scleritis.html
is-scleroderma,Scleroderma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-scleroderma.html
is-sebaceous-cyst,Sebaceous Cyst,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sebaceous-cyst.html
is-seizure,Seizure,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-seizure.html
is-sepsis-in-children,Sepsis in Children,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sepsis-in-children.html
is-sepsis,Sepsis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sepsis.html
is-septal-haematoma,Septal Haematoma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-septal-haematoma.html
is-septic-arthritis,Septic Arthritis,Septic arthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-septic-arthritis.html
is-serotonin-syndrome,Serotonin Syndrome,Serotonin syndrome,,condition,exact,0.95,false,covered-needs-refresh,Drugs and drug effects,extracted-illness-scripts-2026\is-serotonin-syndrome.html
is-severe-upper-gastrointestinal-bleeding,Severe Upper Gastrointestinal Bleeding (UGIB),Gastrointestinal bleeding (upper and lower GI bleeding),,condition,fuzzy:1.18,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-severe-upper-gastrointestinal-bleeding.html
is-sexual-abuse,Sexual Abuse,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sexual-abuse.html
is-shin-splints,Shin Splints,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-shin-splints.html
is-short-bowel-syndrome,Short Bowel Syndrome (SBS),Irritable bowel syndrome,,condition,fuzzy:1.16,0.65,true,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-short-bowel-syndrome.html
is-shoulder-osteoarthritis,Shoulder Osteoarthritis,Osteoarthritis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-shoulder-osteoarthritis.html
is-shoulder-pain,Shoulder Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-shoulder-pain.html
is-sick-sinus-syndrome,Sick Sinus Syndrome (SSS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sick-sinus-syndrome.html
is-sickle-cell-crisis,Sickle Cell Crisis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sickle-cell-crisis.html
is-sickle-cell-disease,Sickle Cell Disease,Sickle cell disease,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-sickle-cell-disease.html
is-sideroblastic-anaemia,Sideroblastic Anaemia,Anaemia,,condition,exact,0.95,false,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-sideroblastic-anaemia.html
is-silent-myocardial-infarction,Silent Myocardial Infarction (SMI),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-silent-myocardial-infarction.html
is-simple-constipation,Simple Constipation,Constipation,,condition,exact,0.95,false,covered-needs-refresh,Gastrointestinal tract,extracted-illness-scripts-2026\is-simple-constipation.html
is-sinus-tachycardia,Sinus Tachycardia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sinus-tachycardia.html
is-sinusitis,Sinusitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sinusitis.html
is-sjogrens-syndrome,Sjogren's Syndrome,Sjogren syndrome,,condition,fuzzy:1.35,0.65,true,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-sjogrens-syndrome.html
is-skin-infection,Skin Infection,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-skin-infection.html
is-slipped-capital-femoral-epiphysis,Slipped Capital Femoral Epiphysis (SCFE),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-slipped-capital-femoral-epiphysis.html
is-smokers-laryngitis,Smokers Laryngitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-smokers-laryngitis.html
is-soft-tissue-injury,Soft Tissue Injury,Soft tissue injury,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-soft-tissue-injury.html
is-space-occupying-lesion,Space-Occupying Lesion (SOL),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-space-occupying-lesion.html
is-spinal-abscess,Spinal Abscess,Abscess,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-spinal-abscess.html
is-spinal-cord-compression,Spinal Cord Compression,Spinal cord compression,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-spinal-cord-compression.html
is-spinal-cord-tumour,Spinal Cord Tumour,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spinal-cord-tumour.html
is-spinal-sprains-and-strains,Spinal Sprains and Strains,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spinal-sprains-and-strains.html
is-spinal-stenosis,Spinal Stenosis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spinal-stenosis.html
is-spinal-tuberculosis,Spinal Tuberculosis,Tuberculosis,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-spinal-tuberculosis.html
is-splenomegaly,Splenomegaly,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-splenomegaly.html
is-spondyloarthropathies,Spondyloarthropathies,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spondyloarthropathies.html
is-spondylolisthesis,Spondylolisthesis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spondylolisthesis.html
is-spondylosis,Spondylosis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-spondylosis.html
is-sprains-and-strains-overuse,Sprains and Strains (Including Overuse),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sprains-and-strains-overuse.html
is-sprains-and-strains,Sprains and Strains,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sprains-and-strains.html
is-statin-related-myopathy-inc-rhabdomyolysis,Statin-Related Myopathy (Including Rhabdomyolysis),Rhabdomyolysis,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-statin-related-myopathy-inc-rhabdomyolysis.html
is-stevens-johnson-syndrome,Stevens-Johnson Syndrome (SJS),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-stevens-johnson-syndrome.html
is-stomatitis,Stomatitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-stomatitis.html
is-stress-and-overwork,Stress and Overwork,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-stress-and-overwork.html
is-stress-or-anxiety,Stress or Anxiety,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-stress-or-anxiety.html
is-stye-hordeolum,Stye (Hordeolum),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-stye-hordeolum.html
is-subarachnoid-haemorrhage,Subarachnoid Haemorrhage (SAH),Subarachnoid haemorrhage,,condition,exact,0.95,false,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-subarachnoid-haemorrhage.html
is-subconjunctival-haemorrhage,Subconjunctival Haemorrhage,Subconjunctival haemorrhage,,condition,exact,0.95,false,covered-needs-refresh,Eye,extracted-illness-scripts-2026\is-subconjunctival-haemorrhage.html
is-subdural-haematoma,Subdural Haematoma,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-subdural-haematoma.html
is-sudden-sensorineural-hearing-loss,Sudden Sensorineural Hearing Loss (SSNHL),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-sudden-sensorineural-hearing-loss.html
is-systemic-lupus-erythematosus,Systemic Lupus Erythematosus (SLE),Systemic lupus erythematosus,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-systemic-lupus-erythematosus.html
is-teething,Teething,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-teething.html
is-temporal-arteritis-gca,Temporal Arteritis (Giant Cell Arteritis - GCA),Giant cell arteritis,,condition,fuzzy:1.45,0.65,true,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-temporal-arteritis-gca.html
is-tension-type-headache,Tension Type Headache (TTH),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-tension-type-headache.html
is-testicular-torsion,Testicular Torsion,Testicular torsion,,condition,exact,0.95,false,covered-needs-refresh,Male genitourinary tract,extracted-illness-scripts-2026\is-testicular-torsion.html
is-thalassaemia,Thalassaemia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thalassaemia.html
is-thoracic-radiculopathy,Thoracic Radiculopathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thoracic-radiculopathy.html
is-threatened-miscarriage,Threatened Miscarriage,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-threatened-miscarriage.html
is-thrombocytopenia,Thrombocytopenia,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thrombocytopenia.html
is-thrombocytopenic-purpura,Thrombocytopenic Purpura,Idiopathic thrombocytopenic purpura (ITP),,condition,fuzzy:1.12,0.65,true,covered-needs-refresh,Blood and lymph,extracted-illness-scripts-2026\is-thrombocytopenic-purpura.html
is-thrombophlebitis,Thrombophlebitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thrombophlebitis.html
is-thyroglossal-cyst,Thyroglossal Cyst,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thyroglossal-cyst.html
is-thyroid-cancer,Thyroid Cancer,Thyroid cancer,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-thyroid-cancer.html
is-thyroid-lump,Thyroid Lump,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-thyroid-lump.html
is-tmj-dysfunction,TMJ Dysfunction,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-tmj-dysfunction.html
is-toddlers-diarrhoea,Toddler’s Diarrhoea (Paediatrics),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-toddlers-diarrhoea.html
is-tonsillitis,Tonsillitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-tonsillitis.html
is-torsades-de-pointes,Torsades de Pointes,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-torsades-de-pointes.html
is-torticollis,Torticollis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-torticollis.html
is-toxic-and-nutritional-optic-neuropathy,Toxic and Nutritional Optic Neuropathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-toxic-and-nutritional-optic-neuropathy.html
is-transient-global-amnesia,Transient Global Amnesia (TGA),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-transient-global-amnesia.html
is-transient-ischaemic-attack,Transient Ischaemic Attack (TIA),Transient ischaemic attacks (TIA),,condition,fuzzy:1.26,0.65,true,covered-needs-refresh,Brain and spinal cord,extracted-illness-scripts-2026\is-transient-ischaemic-attack.html
is-transient-synovitis,Transient Synovitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-transient-synovitis.html
is-trauma-induced-bleeding-and-bruising,Trauma-Induced Bleeding and Bruising,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-trauma-induced-bleeding-and-bruising.html
is-trauma-induced-breast-pain-or-swelling,Trauma-induced Breast Pain or Swelling,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-trauma-induced-breast-pain-or-swelling.html
is-trauma-induced-ear-pain,Trauma-induced Ear Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-trauma-induced-ear-pain.html
is-trauma-induced-haematuria,Trauma-Induced Haematuria,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-trauma-induced-haematuria.html
is-trauma-induced-mouth-pain,Trauma-Induced Mouth Pain,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-trauma-induced-mouth-pain.html
is-traumatic-ulcer,Traumatic Ulcer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-traumatic-ulcer.html
is-travellers-diarrhoea,Traveller’s Diarrhoea,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-travellers-diarrhoea.html
is-trigeminal-neuralgia,Trigeminal Neuralgia,Trigeminal neuralgia,,condition,exact,0.95,false,covered-needs-refresh,Peripheral nervous system and neuromuscular junction,extracted-illness-scripts-2026\is-trigeminal-neuralgia.html
is-trochanteric-bursitis,Trochanteric Bursitis,Bursitis,,condition,exact,0.95,false,covered-needs-refresh,Musculoskeletal,extracted-illness-scripts-2026\is-trochanteric-bursitis.html
is-tropical-diseases,Tropical Diseases,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-tropical-diseases.html
is-tuberculosis-lymphadenopathy,Tuberculosis (Lymphadenopathy),Tuberculosis,,condition,fuzzy:1.25,0.65,true,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-tuberculosis-lymphadenopathy.html
is-tuberculosis,Tuberculosis (TB),Tuberculosis,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-tuberculosis.html
is-type-1-diabetes-mellitus,Type 1 Diabetes Mellitus,Diabetes mellitus,,condition,exact,0.95,false,covered-needs-refresh,Endocrine and metabolic,extracted-illness-scripts-2026\is-type-1-diabetes-mellitus.html
is-ulcerative-colitis,Ulcerative Colitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ulcerative-colitis.html
is-ulnar-neuropathy,Ulnar Neuropathy,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-ulnar-neuropathy.html
is-undescended-testis,Undescended Testis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-undescended-testis.html
is-urethral-stricture,Urethral Stricture,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-urethral-stricture.html
is-urethritis,Urethritis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-urethritis.html
is-urinary-tract-stone,Urinary Tract Stone (Urolithiasis),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-urinary-tract-stone.html
is-urinary-tract-tuberculosis,Urinary Tract Tuberculosis (UTB),Tuberculosis,,condition,exact,0.95,false,covered-needs-refresh,Infections,extracted-illness-scripts-2026\is-urinary-tract-tuberculosis.html
is-urti,URTI (Common cold),Upper respiratory tract infection,,condition,exact,0.95,false,covered-needs-refresh,"Ear, nose and throat",extracted-illness-scripts-2026\is-urti.html
is-urticaria,Urticaria,Urticaria,,condition,exact,0.95,false,covered-needs-refresh,Skin and soft tissue,extracted-illness-scripts-2026\is-urticaria.html
is-uti,Urinary Tract Infection (UTI),Urinary tract infection,,condition,exact,0.95,false,covered-needs-refresh,Kidneys and urinary tract,extracted-illness-scripts-2026\is-uti.html
is-vaginal-cancer,Vaginal Cancer,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vaginal-cancer.html
is-vaginitis,Vaginitis,,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-vaginitis.html
is-valvular-heart-disease,Valvular Heart Disease,Congenital heart disease,,condition,fuzzy:1.16,0.65,true,covered-needs-refresh,Heart and vasculature,extracted-illness-scripts-2026\is-valvular-heart-disease.html
is-varicella,Varicella (Chickenpox),,,unmatched,unmatched,0.00,true,not_covered,,extracted-illness-scripts-2026\is-varicella.html
